time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);TFTV(V);RPM(1/min);O2S12(V);O2S22(V)
22835;No;545;545;93;1.58;1163;0.58;0.63
22860;No;545;545;93;1.58;1167;0.58;0.63
22891;No;545;545;93;1.58;1170;0.58;0.63
22923;No;545;545;93;1.58;1174;0.58;0.63
22953;No;545;545;93;1.58;1178;0.58;0.63
22983;No;545;545;93;1.58;1193;0.58;0.63
23019;No;546;545;93;1.58;1208;0.58;0.63
23043;No;546;546;93;1.58;1224;0.58;0.63
23100;No;546;546;93;1.58;1240;0.58;0.63
23135;No;546;546;93;1.58;1255;0.59;0.63
23163;No;546;546;93;1.58;1270;0.59;0.63
23191;No;546;546;93;1.58;1286;0.59;0.63
23220;No;546;546;93;1.58;1301;0.59;0.63
23254;No;546;546;93;1.58;1311;0.60;0.63
23283;No;546;546;93;1.58;1320;0.60;0.63
23316;No;546;546;93;1.58;1330;0.60;0.64
23345;No;546;546;93;1.58;1339;0.61;0.64
23404;No;546;546;93;1.58;1348;0.61;0.65
23434;No;546;546;93;1.58;1358;0.62;0.65
23461;No;546;546;93;1.58;1367;0.62;0.66
23493;No;546;546;93;1.58;1376;0.62;0.66
23520;No;546;546;93;1.58;1355;0.63;0.67
23555;No;546;546;93;1.58;1334;0.62;0.67
23584;No;546;546;93;1.58;1313;0.62;0.67
23617;No;546;546;93;1.58;1292;0.61;0.67
23643;No;546;546;93;1.58;1271;0.61;0.67
23703;No;546;546;93;1.58;1250;0.60;0.67
23734;No;546;546;93;1.58;1228;0.60;0.66
23761;No;546;546;93;1.58;1207;0.60;0.66
23794;No;546;546;93;1.58;1208;0.59;0.66
23821;No;546;546;93;1.58;1208;0.59;0.66
23854;No;546;546;93;1.58;1209;0.59;0.66
23884;No;546;546;93;1.58;1210;0.59;0.66
23914;No;546;546;93;1.58;1210;0.58;0.66
23944;No;546;546;93;1.58;1210;0.58;0.66
24000;No;546;546;93;1.58;1211;0.58;0.65
24035;No;546;546;93;1.58;1212;0.58;0.65
24060;No;546;546;93;1.58;1210;0.58;0.65
24092;No;546;546;93;1.58;1210;0.57;0.65
24125;No;546;546;93;1.58;1208;0.56;0.64
24154;No;546;546;93;1.58;1208;0.56;0.63
24180;No;546;546;93;1.58;1207;0.55;0.62
24217;No;546;546;93;1.58;1206;0.54;0.61
24241;No;546;546;93;1.58;1205;0.54;0.60
24289;No;546;546;93;1.58;1204;0.53;0.59
24333;No;546;546;93;1.58;1202;0.52;0.58
24360;No;546;546;93;1.58;1200;0.52;0.57
24391;No;546;546;93;1.58;1198;0.52;0.57
24425;No;546;546;93;1.58;1195;0.52;0.57
24453;No;546;546;93;1.58;1193;0.52;0.57
24481;No;546;546;93;1.58;1191;0.52;0.56
24514;No;546;547;93;1.58;1189;0.52;0.56
24541;No;547;547;93;1.58;1187;0.51;0.56
24610;No;547;547;93;1.58;1186;0.51;0.56
24635;No;547;547;93;1.58;1184;0.52;0.55
24661;No;547;547;93;1.58;1183;0.52;0.56
24694;No;547;547;93;1.58;1182;0.52;0.56
24721;No;547;547;93;1.58;1181;0.52;0.56
24751;No;547;547;93;1.58;1180;0.52;0.57
24780;No;547;547;93;1.58;1179;0.52;0.57
24814;No;547;547;93;1.58;1178;0.53;0.57
24840;No;547;547;93;1.58;1177;0.53;0.57
24889;No;547;547;93;1.58;1177;0.53;0.58
24933;No;547;547;93;1.58;1177;0.53;0.58
24964;No;547;547;93;1.58;1177;0.53;0.58
24992;No;547;547;93;1.58;1176;0.53;0.58
25024;No;547;547;93;1.58;1176;0.53;0.58
25055;No;547;547;93;1.58;1176;0.53;0.58
25084;No;547;547;93;1.58;1176;0.53;0.58
25116;No;547;547;93;1.58;1176;0.53;0.59
25141;No;547;547;93;1.58;1177;0.52;0.59
25201;No;547;547;93;1.58;1177;0.51;0.58
25234;No;547;547;93;1.58;1178;0.50;0.57
25260;No;547;547;93;1.58;1178;0.49;0.57
25292;No;547;547;93;1.58;1179;0.48;0.56
25322;No;547;547;93;1.58;1180;0.47;0.55
25352;No;547;547;93;1.58;1180;0.46;0.54
25380;No;547;547;93;1.58;1180;0.45;0.54
25415;No;547;547;93;1.58;1181;0.45;0.53
25441;No;548;548;93;1.58;1181;0.46;0.53
25492;No;548;548;93;1.58;1182;0.47;0.54
25533;No;548;548;93;1.58;1182;0.47;0.54
25564;No;548;548;93;1.58;1183;0.48;0.55
25595;No;548;548;93;1.58;1183;0.49;0.55
25620;No;548;548;93;1.59;1184;0.49;0.56
25655;No;548;548;93;1.59;1183;0.50;0.56
25680;No;548;548;93;1.59;1183;0.50;0.57
25716;No;548;548;92;1.59;1182;0.50;0.57
25742;No;548;548;92;1.59;1182;0.50;0.58
25802;No;548;548;92;1.59;1182;0.51;0.58
25835;No;548;548;92;1.59;1181;0.51;0.58
25894;No;548;548;92;1.59;1181;0.51;0.59
25925;No;548;548;92;1.59;1180;0.51;0.59
25954;No;548;548;92;1.59;1181;0.51;0.59
25981;No;548;548;92;1.59;1182;0.51;0.60
26014;No;548;548;92;1.59;1183;0.52;0.60
26040;No;548;548;92;1.59;1184;0.52;0.60
26087;No;548;548;92;1.59;1184;0.52;0.60
26101;No;548;548;92;1.59;1185;0.52;0.60
26132;No;548;548;92;1.59;1186;0.52;0.60
26161;No;548;548;92;1.59;1187;0.52;0.60
26195;No;548;548;92;1.59;1187;0.52;0.61
26220;No;548;548;92;1.59;1188;0.52;0.61
26252;No;549;548;92;1.59;1188;0.52;0.61
26280;No;549;549;92;1.59;1188;0.52;0.61
26312;No;549;549;92;1.59;1188;0.52;0.61
26340;No;549;549;92;1.59;1189;0.52;0.61
26405;No;549;549;92;1.58;1189;0.52;0.61
26433;No;549;549;92;1.58;1189;0.52;0.61
26462;No;549;549;92;1.58;1190;0.52;0.61
26495;No;549;549;92;1.58;1192;0.52;0.61
26520;No;549;549;92;1.58;1193;0.52;0.61
26554;No;549;549;92;1.58;1194;0.52;0.61
26582;No;549;549;92;1.58;1195;0.52;0.61
26614;No;549;549;92;1.58;1196;0.52;0.61
26645;No;549;549;92;1.58;1197;0.51;0.61
26701;No;549;549;92;1.58;1198;0.51;0.61
26733;No;549;549;92;1.58;1198;0.51;0.61
26761;No;549;549;92;1.58;1198;0.52;0.61
26795;No;550;550;92;1.58;1198;0.52;0.61
26825;No;550;550;92;1.58;1198;0.52;0.61
26852;No;550;550;92;1.58;1198;0.52;0.61
26881;No;550;550;92;1.58;1198;0.52;0.61
26913;No;550;550;92;1.58;1198;0.52;0.62
26943;No;550;550;92;1.58;1198;0.53;0.62
27002;No;550;550;92;1.58;1198;0.53;0.62
27035;No;550;550;92;1.58;1199;0.53;0.62
27064;No;550;550;92;1.58;1200;0.53;0.62
27094;No;550;550;92;1.58;1200;0.53;0.62
27123;No;550;550;92;1.58;1201;0.53;0.62
27185;No;550;550;92;1.58;1202;0.53;0.63
27212;No;550;550;92;1.58;1202;0.54;0.63
27242;No;550;550;92;1.58;1203;0.54;0.63
27300;No;550;550;92;1.58;1204;0.54;0.63
27335;No;550;550;92;1.58;1204;0.54;0.63
27364;No;550;550;92;1.58;1205;0.54;0.63
27394;No;550;550;92;1.58;1205;0.54;0.63
27425;No;551;550;92;1.58;1206;0.54;0.63
27452;No;551;551;92;1.58;1206;0.54;0.63
27482;No;551;551;92;1.58;1207;0.53;0.63
27514;No;551;551;92;1.58;1208;0.53;0.63
27541;No;551;551;92;1.58;1207;0.53;0.63
27600;No;551;551;92;1.58;1206;0.53;0.63
27634;No;551;551;92;1.58;1204;0.53;0.63
27661;No;551;551;92;1.58;1204;0.53;0.63
27694;No;551;551;92;1.58;1202;0.53;0.63
27725;No;551;551;92;1.58;1201;0.53;0.63
27752;No;551;551;92;1.58;1200;0.53;0.63
27781;No;551;551;92;1.58;1199;0.53;0.63
27816;No;551;551;92;1.58;1199;0.53;0.63
27845;No;551;552;92;1.58;1199;0.53;0.64
27900;No;552;552;92;1.58;1199;0.53;0.64
27934;No;552;552;92;1.58;1199;0.54;0.64
27965;No;552;552;92;1.58;1199;0.54;0.64
27996;No;552;552;92;1.58;1199;0.54;0.64
28025;No;552;552;92;1.58;1199;0.54;0.64
28055;No;552;552;92;1.58;1199;0.55;0.65
28081;No;552;552;92;1.58;1199;0.55;0.65
28117;No;552;552;92;1.58;1198;0.55;0.65
28141;No;552;552;92;1.58;1198;0.55;0.65
28187;No;552;552;92;1.58;1198;0.55;0.65
28235;No;552;552;92;1.58;1198;0.55;0.65
28264;No;552;552;92;1.58;1197;0.55;0.65
28295;No;552;552;92;1.58;1197;0.55;0.65
28322;No;552;552;92;1.58;1196;0.55;0.65
28355;No;552;552;92;1.58;1196;0.55;0.65
28380;No;553;552;92;1.58;1196;0.55;0.65
28414;No;553;553;92;1.58;1196;0.55;0.65
28442;No;553;553;92;1.58;1197;0.55;0.65
28500;No;553;553;92;1.58;1197;0.56;0.65
28535;No;553;553;92;1.58;1197;0.56;0.65
28565;No;553;553;92;1.58;1197;0.56;0.65
28593;No;553;553;92;1.58;1197;0.56;0.65
28622;No;553;553;92;1.57;1196;0.56;0.65
28656;No;553;553;92;1.57;1196;0.56;0.65
28685;No;553;553;92;1.57;1196;0.56;0.65
28716;No;553;553;92;1.57;1195;0.56;0.65
28744;No;553;553;92;1.57;1194;0.56;0.65
28801;No;553;553;92;1.57;1194;0.55;0.65
28834;No;553;553;92;1.57;1194;0.55;0.65
28864;No;553;554;92;1.57;1193;0.55;0.65
28894;No;554;554;92;1.57;1192;0.55;0.65
28925;No;554;554;92;1.57;1192;0.55;0.65
28953;No;554;554;92;1.57;1191;0.55;0.65
28982;No;554;554;92;1.57;1190;0.55;0.65
29014;No;554;554;92;1.57;1190;0.56;0.65
29044;No;554;554;92;1.57;1189;0.56;0.65
29102;No;554;554;92;1.57;1188;0.56;0.65
29136;No;554;554;92;1.57;1188;0.56;0.65
29162;No;554;554;92;1.57;1188;0.56;0.65
29194;No;554;554;92;1.57;1187;0.56;0.65
29225;No;554;554;92;1.57;1187;0.56;0.65
29254;No;554;554;92;1.57;1186;0.56;0.65
29285;No;554;554;92;1.57;1186;0.56;0.65
29315;No;554;554;92;1.57;1186;0.55;0.65
29343;No;554;554;92;1.57;1185;0.55;0.65
29400;No;554;554;92;1.57;1185;0.55;0.65
29436;No;554;555;92;1.57;1200;0.55;0.65
29465;No;554;555;92;1.57;1215;0.55;0.65
29494;No;555;555;92;1.57;1230;0.55;0.64
29527;No;555;555;92;1.57;1245;0.55;0.64
29554;No;555;555;92;1.57;1260;0.55;0.64
29585;No;555;555;92;1.57;1275;0.55;0.64
29612;No;555;555;92;1.57;1290;0.55;0.64
29642;No;555;555;92;1.57;1305;0.55;0.64
29735;No;555;555;92;1.57;1306;0.55;0.64
29762;No;555;555;92;1.57;1307;0.55;0.64
29800;No;555;555;92;1.57;1308;0.55;0.64
29822;No;555;555;92;1.57;1308;0.55;0.63
29855;No;555;555;92;1.57;1309;0.55;0.63
29883;No;555;555;92;1.57;1310;0.55;0.63
29916;No;555;556;92;1.57;1310;0.55;0.62
29940;No;556;556;92;1.57;1311;0.55;0.62
29987;No;556;556;92;1.57;1310;0.55;0.62
30001;No;556;556;92;1.57;1310;0.55;0.62
30032;No;556;556;92;1.57;1308;0.55;0.62
30061;No;556;556;92;1.57;1308;0.55;0.62
30096;No;556;556;92;1.57;1307;0.55;0.62
30121;No;556;556;92;1.57;1306;0.55;0.62
30154;No;556;556;92;1.57;1305;0.55;0.62
30184;No;556;556;92;1.57;1304;0.55;0.62
30215;No;556;556;92;1.56;1295;0.55;0.62
30245;No;556;556;92;1.56;1286;0.55;0.63
30300;No;556;556;92;1.56;1277;0.56;0.63
30332;No;556;556;92;1.56;1268;0.56;0.63
30364;No;556;556;92;1.56;1259;0.56;0.63
30394;No;556;556;92;1.56;1250;0.56;0.63
30421;No;556;556;92;1.56;1240;0.56;0.63
30456;No;556;556;92;1.56;1231;0.57;0.63
30480;No;556;556;92;1.56;1226;0.57;0.63
30516;No;556;556;92;1.56;1220;0.57;0.64
30545;No;556;556;92;1.56;1214;0.57;0.64
30601;No;557;557;92;1.56;1209;0.57;0.64
30632;No;557;557;92;1.56;1203;0.57;0.64
30662;No;557;557;92;1.56;1198;0.57;0.64
30696;No;557;557;92;1.56;1192;0.57;0.64
30724;No;557;557;92;1.56;1186;0.57;0.64
30755;No;557;557;92;1.56;1186;0.57;0.64
30781;No;557;557;92;1.56;1184;0.57;0.64
30817;No;557;557;92;1.56;1184;0.57;0.64
30842;No;557;557;92;1.56;1183;0.57;0.64
30902;No;557;557;92;1.56;1182;0.57;0.64
30934;No;557;557;92;1.56;1181;0.57;0.64
30964;No;557;557;92;1.56;1180;0.57;0.64
31025;No;557;557;92;1.56;1180;0.57;0.64
31054;No;557;557;92;1.56;1179;0.57;0.64
31081;No;557;557;92;1.56;1178;0.57;0.64
31116;No;557;557;92;1.56;1177;0.58;0.63
31144;No;558;557;92;1.56;1176;0.58;0.63
31202;No;558;558;92;1.56;1176;0.58;0.63
31232;No;558;558;92;1.56;1175;0.58;0.63
31262;No;558;558;92;1.56;1174;0.58;0.63
31295;No;558;558;92;1.56;1173;0.58;0.63
31322;No;558;558;92;1.56;1173;0.58;0.63
31355;No;558;558;92;1.56;1173;0.58;0.63
31382;No;558;558;92;1.56;1173;0.58;0.63
31416;No;558;558;92;1.56;1174;0.59;0.63
31442;No;558;558;92;1.56;1174;0.59;0.63
31523;No;558;558;92;1.56;1174;0.59;0.63
31562;No;558;558;92;1.56;1174;0.59;0.63
31592;No;558;558;92;1.56;1174;0.59;0.63
31621;No;558;558;92;1.56;1173;0.59;0.63
31652;No;558;558;92;1.56;1172;0.59;0.63
31682;No;558;558;92;1.56;1171;0.59;0.63
31715;No;558;558;92;1.56;1170;0.59;0.63
31744;No;558;558;92;1.56;1169;0.59;0.63
31802;No;558;558;92;1.56;1168;0.59;0.63
31836;No;558;558;92;1.56;1168;0.59;0.63
31864;No;558;558;92;1.56;1166;0.59;0.63
31893;No;558;559;92;1.56;1167;0.59;0.63
31924;No;559;559;92;1.56;1167;0.59;0.63
31952;No;559;559;92;1.56;1167;0.59;0.63
31983;No;559;559;92;1.56;1167;0.59;0.63
32015;No;559;559;92;1.56;1167;0.59;0.63
32044;No;559;559;92;1.56;1167;0.59;0.63
32101;No;559;559;92;1.56;1168;0.59;0.63
32132;No;559;559;92;1.56;1168;0.59;0.63
32165;No;559;559;92;1.56;1167;0.59;0.63
32192;No;559;559;92;1.56;1167;0.59;0.63
32224;No;559;559;92;1.56;1167;0.59;0.63
32264;No;559;559;92;1.56;1167;0.58;0.63
32284;No;559;559;92;1.56;1167;0.58;0.63
32340;No;559;559;92;1.56;1166;0.58;0.63
32384;No;559;559;92;1.56;1166;0.58;0.62
32403;No;559;559;92;1.56;1166;0.58;0.62
32435;No;559;559;92;1.56;1166;0.58;0.62
32464;No;559;559;92;1.56;1166;0.58;0.62
32495;No;559;559;92;1.56;1166;0.58;0.62
32523;No;559;560;92;1.56;1166;0.58;0.61
32554;No;560;560;92;1.56;1166;0.58;0.61
32583;No;560;560;92;1.56;1166;0.58;0.60
32617;No;560;560;92;1.56;1166;0.58;0.60
32644;No;560;560;92;1.56;1165;0.58;0.59
32702;No;560;560;92;1.56;1165;0.58;0.59
32732;No;560;560;92;1.56;1166;0.58;0.58
32762;No;560;560;92;1.56;1166;0.58;0.59
32792;No;560;560;92;1.56;1166;0.58;0.59
32824;No;560;560;92;1.56;1166;0.58;0.59
32852;No;560;560;92;1.56;1166;0.58;0.60
32883;No;560;560;92;1.56;1166;0.58;0.60
32916;No;560;560;92;1.56;1166;0.58;0.60
32942;No;560;560;92;1.56;1165;0.58;0.61
33005;No;560;560;92;1.56;1164;0.58;0.61
33034;No;560;560;92;1.56;1164;0.58;0.61
33062;No;560;560;92;1.56;1163;0.58;0.61
33094;No;560;560;92;1.56;1162;0.58;0.61
33122;No;560;560;92;1.56;1161;0.58;0.61
33153;No;560;560;92;1.56;1160;0.58;0.61
33182;No;560;560;92;1.56;1160;0.58;0.62
33214;No;560;560;92;1.56;1160;0.58;0.62
33242;No;560;560;92;1.56;1160;0.58;0.62
33304;No;560;560;92;1.56;1160;0.58;0.62
33335;No;560;561;92;1.56;1160;0.58;0.62
33362;No;560;561;92;1.56;1160;0.58;0.61
33392;No;560;561;92;1.56;1160;0.57;0.61
33423;No;561;561;92;1.56;1160;0.57;0.61
33452;No;561;561;92;1.56;1160;0.57;0.61
33484;No;561;561;92;1.56;1161;0.57;0.61
33517;No;561;561;92;1.56;1161;0.57;0.61
33587;No;561;561;92;1.56;1161;0.57;0.61
33601;No;561;561;92;1.56;1161;0.57;0.61
33632;No;561;561;92;1.56;1162;0.57;0.61
33663;No;561;561;92;1.56;1162;0.57;0.61
33694;No;561;561;92;1.56;1162;0.57;0.61
33723;No;561;561;92;1.56;1162;0.57;0.62
33755;No;561;561;92;1.56;1162;0.57;0.62
33785;No;561;561;92;1.56;1161;0.57;0.62
33816;No;561;561;92;1.56;1160;0.57;0.62
33844;No;561;561;92;1.56;1160;0.57;0.62
33902;No;561;561;92;1.56;1159;0.58;0.62
33933;No;561;561;92;1.56;1159;0.58;0.62
33962;No;561;561;92;1.56;1158;0.58;0.62
33992;No;561;561;92;1.56;1158;0.58;0.62
34024;No;561;561;92;1.56;1158;0.58;0.62
34055;No;561;562;92;1.56;1158;0.58;0.63
34084;No;562;562;92;1.56;1158;0.58;0.63
34116;No;562;562;92;1.56;1158;0.58;0.63
34142;No;562;562;92;1.56;1157;0.58;0.63
34201;No;562;562;92;1.56;1157;0.58;0.64
34235;No;562;562;92;1.56;1157;0.58;0.64
34261;No;562;562;92;1.56;1157;0.59;0.64
34295;No;562;562;92;1.56;1156;0.59;0.64
34322;No;562;562;92;1.56;1156;0.59;0.65
34355;No;562;562;92;1.56;1156;0.59;0.65
34386;No;562;562;92;1.56;1155;0.59;0.65
34416;No;562;562;92;1.56;1154;0.59;0.65
34443;No;562;562;92;1.56;1154;0.59;0.65
34501;No;562;562;92;1.56;1153;0.59;0.65
34534;No;562;562;92;1.56;1153;0.59;0.65
34562;No;562;562;92;1.56;1152;0.59;0.65
34592;No;562;562;92;1.56;1151;0.59;0.65
34622;No;562;562;92;1.56;1150;0.59;0.65
34652;No;562;562;92;1.56;1150;0.59;0.65
34685;No;562;562;92;1.56;1148;0.59;0.65
34717;No;562;562;92;1.56;1148;0.59;0.65
34745;No;562;562;92;1.56;1147;0.59;0.65
34822;No;562;562;92;1.56;1146;0.59;0.65
34863;No;563;562;92;1.56;1146;0.59;0.65
34895;No;563;563;92;1.56;1147;0.59;0.65
34923;No;563;563;92;1.56;1148;0.59;0.65
34952;No;563;563;92;1.56;1148;0.59;0.65
34984;No;563;563;92;1.56;1149;0.59;0.65
35016;No;563;563;92;1.57;1150;0.59;0.65
35044;No;563;563;92;1.57;1150;0.59;0.65
35102;No;563;563;92;1.57;1151;0.59;0.65
35132;No;563;563;92;1.57;1150;0.59;0.65
35164;No;563;563;92;1.57;1149;0.59;0.65
35194;No;563;563;92;1.57;1148;0.59;0.64
35221;No;563;563;92;1.57;1147;0.59;0.64
35254;No;563;563;92;1.57;1146;0.59;0.64
35282;No;563;563;92;1.57;1145;0.59;0.64
35315;No;563;563;92;1.57;1144;0.59;0.64
35345;No;563;563;92;1.57;1143;0.59;0.64
35402;No;563;563;92;1.57;1142;0.59;0.64
35434;No;563;563;92;1.57;1141;0.59;0.64
35462;No;563;563;92;1.57;1140;0.59;0.64
35494;No;563;563;92;1.57;1140;0.59;0.64
35524;No;563;563;92;1.57;1138;0.59;0.64
35553;No;564;563;92;1.57;1138;0.59;0.64
35585;No;564;564;92;1.57;1136;0.59;0.64
35614;No;564;564;92;1.57;1136;0.60;0.64
35643;No;564;564;92;1.57;1136;0.60;0.64
35702;No;564;564;92;1.57;1136;0.60;0.64
35732;No;564;564;92;1.57;1136;0.60;0.64
35761;No;564;564;92;1.57;1136;0.60;0.64
35793;No;564;564;92;1.57;1136;0.60;0.64
35824;No;564;564;92;1.57;1136;0.60;0.64
35852;No;564;564;92;1.57;1136;0.60;0.64
35881;No;564;564;92;1.57;1136;0.61;0.64
35917;No;564;564;92;1.57;1135;0.61;0.64
35945;No;564;564;92;1.57;1134;0.61;0.64
36001;No;564;564;92;1.57;1132;0.61;0.63
36033;No;564;564;92;1.57;1131;0.61;0.63
36062;No;564;564;92;1.57;1130;0.61;0.63
36103;No;564;564;92;1.57;1129;0.61;0.63
36122;No;564;564;92;1.57;1128;0.61;0.63
36152;No;564;564;92;1.57;1127;0.61;0.63
36182;No;564;564;92;1.57;1126;0.61;0.63
36217;No;564;564;92;1.57;1126;0.61;0.63
36244;No;564;564;92;1.57;1125;0.61;0.63
36302;No;564;564;92;1.57;1124;0.61;0.63
36334;No;564;564;92;1.57;1124;0.61;0.63
36361;No;564;564;92;1.57;1123;0.61;0.63
36392;No;564;564;92;1.57;1122;0.61;0.63
36421;No;564;564;92;1.57;1122;0.61;0.63
36452;No;564;564;92;1.57;1123;0.61;0.63
36481;No;564;564;92;1.57;1125;0.61;0.63
36517;No;564;564;92;1.57;1126;0.61;0.63
36545;No;564;564;92;1.57;1128;0.61;0.63
36572;No;564;564;92;1.57;1129;0.61;0.63
36602;No;564;564;92;1.57;1130;0.61;0.63
36632;No;564;564;92;1.57;1132;0.61;0.63
36663;No;564;564;92;1.57;1133;0.61;0.63
36695;No;564;564;92;1.57;1129;0.61;0.63
36721;No;564;564;92;1.57;1125;0.61;0.63
36754;No;564;564;92;1.57;1121;0.61;0.63
36817;No;564;564;92;1.57;1118;0.61;0.63
36843;No;564;564;92;1.57;1114;0.61;0.63
36874;No;564;564;92;1.57;1110;0.61;0.63
36902;No;564;564;92;1.57;1106;0.61;0.63
36934;No;564;564;92;1.57;1102;0.61;0.63
36962;No;564;564;92;1.57;1099;0.61;0.63
36993;No;564;564;92;1.57;1096;0.61;0.64
37025;No;564;564;92;1.57;1093;0.61;0.64
37053;No;564;564;92;1.57;1090;0.60;0.64
37114;No;564;564;92;1.57;1087;0.60;0.64
37144;No;564;564;92;1.57;1084;0.60;0.64
37174;No;564;564;92;1.57;1081;0.60;0.64
37201;No;564;564;92;1.57;1078;0.60;0.64
37235;No;564;564;92;1.57;1068;0.60;0.64
37262;No;564;564;92;1.57;1058;0.60;0.64
37295;No;564;564;92;1.57;1048;0.60;0.64
37322;No;564;564;92;1.57;1039;0.60;0.64
37355;No;564;564;92;1.57;1029;0.60;0.64
37442;No;564;564;92;1.57;1019;0.60;0.64
37472;No;564;564;92;1.57;1009;0.60;0.64
37504;No;564;564;92;1.57;1000;0.60;0.64
37535;No;564;564;92;1.57;991;0.60;0.64
37561;No;564;564;92;1.57;982;0.60;0.64
37592;No;564;564;92;1.57;974;0.60;0.63
37624;No;564;564;92;1.57;966;0.60;0.63
37655;No;564;564;92;1.57;957;0.60;0.63
37714;No;564;564;92;1.57;948;0.60;0.63
37742;No;564;564;92;1.57;940;0.60;0.63
37773;No;564;564;92;1.57;931;0.60;0.63
37804;No;564;564;92;1.57;930;0.60;0.63
37834;No;564;564;92;1.57;928;0.60;0.63
37862;No;564;564;92;1.57;926;0.60;0.63
37893;No;564;564;92;1.57;925;0.60;0.63
37924;No;564;564;92;1.57;923;0.60;0.63
37952;No;564;564;92;1.57;921;0.60;0.63
38015;No;564;564;92;1.57;920;0.60;0.63
38042;No;564;564;92;1.57;918;0.60;0.63
38075;No;564;564;92;1.57;928;0.60;0.63
38103;No;564;564;93;1.57;938;0.60;0.63
38134;No;564;564;93;1.57;949;0.60;0.63
38161;No;564;564;93;1.57;959;0.60;0.63
38194;No;564;564;93;1.57;969;0.60;0.63
38222;No;564;564;93;1.57;979;0.60;0.63
38253;No;563;563;93;1.57;990;0.60;0.63
38315;No;563;563;93;1.57;1000;0.60;0.63
38343;No;563;563;93;1.56;1006;0.60;0.63
38374;No;563;563;93;1.56;1012;0.60;0.63
38401;No;563;563;93;1.56;1018;0.60;0.63
38435;No;563;563;93;1.56;1024;0.60;0.63
38465;No;563;563;93;1.56;1030;0.60;0.63
38493;No;563;563;93;1.56;1036;0.60;0.64
38524;No;563;563;93;1.56;1042;0.60;0.64
38552;No;563;563;93;1.56;1048;0.60;0.64
38616;No;563;563;93;1.56;1046;0.60;0.64
38663;No;563;563;93;1.56;1044;0.60;0.64
38702;No;563;563;93;1.56;1043;0.60;0.64
38734;No;563;563;93;1.56;1042;0.60;0.64
38764;No;563;563;93;1.56;1040;0.60;0.64
38795;No;563;563;93;1.56;1038;0.60;0.64
38822;No;563;563;93;1.56;1036;0.60;0.64
38854;No;563;563;93;1.56;1035;0.60;0.64
38916;No;563;563;93;1.56;1034;0.60;0.64
38945;No;563;563;93;1.56;1034;0.60;0.65
38972;No;563;563;93;1.56;1033;0.60;0.64
39003;No;563;563;93;1.56;1032;0.60;0.64
39035;No;563;563;93;1.56;1032;0.60;0.64
39064;No;562;563;93;1.56;1031;0.60;0.64
39096;No;562;562;93;1.56;1030;0.60;0.64
39122;No;562;562;93;1.56;1029;0.60;0.64
39153;No;562;562;93;1.56;1028;0.60;0.64
39215;No;562;562;93;1.56;1026;0.60;0.64
39245;No;562;562;93;1.56;1024;0.60;0.64
39275;No;562;562;93;1.56;1022;0.60;0.64
39302;No;562;562;93;1.56;1020;0.60;0.64
39332;No;562;562;93;1.56;1018;0.60;0.64
39361;No;562;562;93;1.56;1016;0.60;0.64
39392;No;562;562;93;1.56;1014;0.60;0.64
39423;No;562;562;93;1.55;1014;0.60;0.64
39454;No;562;562;93;1.55;1015;0.60;0.64
39522;No;562;562;93;1.55;1015;0.60;0.64
39542;No;562;562;93;1.55;1015;0.60;0.64
39573;No;562;562;93;1.55;1016;0.60;0.64
39605;No;562;562;93;1.55;1016;0.60;0.64
39632;No;562;562;93;1.55;1016;0.60;0.64
39662;No;562;562;93;1.55;1016;0.60;0.64
39696;No;562;562;93;1.55;1016;0.60;0.64
39722;No;562;562;93;1.55;1015;0.60;0.64
39755;No;561;561;93;1.55;1014;0.60;0.64
39816;No;561;561;93;1.55;1014;0.59;0.64
39842;No;561;561;93;1.55;1013;0.59;0.64
39875;No;561;561;93;1.55;1012;0.59;0.64
39905;No;561;561;93;1.55;1012;0.59;0.64
39946;No;561;561;93;1.55;1011;0.59;0.64
39961;No;561;561;93;1.55;1010;0.59;0.64
39995;No;561;561;93;1.55;1008;0.59;0.64
40022;No;561;561;93;1.55;1007;0.59;0.64
40052;No;561;561;93;1.55;1005;0.59;0.64
40118;No;561;561;93;1.55;1004;0.59;0.64
40145;No;561;561;93;1.55;1002;0.59;0.64
40173;No;561;561;93;1.55;1001;0.60;0.64
40205;No;561;561;93;1.55;1000;0.60;0.64
40232;No;561;561;93;1.55;999;0.60;0.64
40262;No;561;561;93;1.55;998;0.60;0.64
40293;No;561;561;93;1.55;997;0.60;0.64
40324;No;561;561;93;1.55;996;0.59;0.64
40352;No;561;561;93;1.55;995;0.59;0.64
40415;No;561;561;93;1.55;994;0.59;0.64
40442;No;561;560;93;1.55;993;0.59;0.64
40474;No;560;560;93;1.55;992;0.59;0.64
40501;No;560;560;93;1.55;991;0.59;0.64
40533;No;560;560;93;1.55;989;0.59;0.64
40563;No;560;560;93;1.55;988;0.59;0.64
40596;No;560;560;93;1.55;987;0.59;0.64
40622;No;560;560;93;1.55;985;0.59;0.64
40653;No;560;560;93;1.55;984;0.59;0.64
40716;No;560;560;93;1.55;982;0.59;0.64
40746;No;560;560;93;1.55;981;0.59;0.64
40772;No;560;560;93;1.55;981;0.59;0.64
40803;No;560;560;93;1.55;980;0.59;0.64
40834;No;560;560;93;1.54;980;0.59;0.64
40861;No;560;560;93;1.54;980;0.59;0.64
